id,id_municipio,id_estado,nome,localizacao,rede,coordenadas_latitude,coordenadas_longitude,has_inf,has_fund_ai,has_fund_af,has_fund_em
35009629,3505500,35,IVONE DINIZ JUNQUEIRA PROF EM,Urbana,Municipal,,,true,true,false,false
35009715,3525904,35,COLEGIO ARCANGELUS,Urbana,Privada,,,true,true,true,false
35009734,3505500,35,COLEGIO LOTUS EDUCACAO INFANTIL LTDA,Urbana,Privada,,,true,true,false,false
35009735,3505500,35,COLEGIO LOTUS ENSINO FUNDAMENTAL E MEDIO,Urbana,Privada,,,false,true,true,false
35009758,3525904,35,ADVENTISTA DE JARDIM FLORESTAL,Urbana,Privada,,,true,true,true,false
35009759,3525904,35,THE JOY SCHOOL,Urbana,Privada,,,true,true,false,false
35019379,3525904,35,FRANCISCO NAPOLEAO MAIA PROFESSOR,Urbana,Estadual,-23.216433,-46.880355,false,false,true,true
35019380,3525904,35,RAFAEL DE OLIVEIRA,Urbana,Estadual,-23.187797,-46.986591,false,false,true,true
35019409,3525904,35,CECILIA ROLEMBERG PORTO GUELLI PROFESSORA,Urbana,Estadual,-23.174272,-46.887503,false,false,true,true
35019422,3525904,35,JOSE FELICIANO DE OLIVEIRA PROFESSOR,Urbana,Estadual,-23.191277,-46.855898,false,false,true,true
35019434,3525904,35,JOSE SILVA JUNIOR PROFESSOR,Urbana,Estadual,-23.155378,-46.871978,false,false,true,true
35019446,3525904,35,PROFESSORA MARIA DE LOURDES DE FRANCA SILVEIRA,Urbana,Estadual,-23.186646,-46.865482,false,false,true,true
35019501,3525904,35,GABRIEL PAULINO BUENO COUTO BISPO DOM,Urbana,Estadual,-23.187469,-46.895321,false,false,true,true
35019550,3525904,35,ANA PINTO DUARTE PAES PROFESSORA,Urbana,Estadual,-23.178935,-46.877496,false,false,true,true
35019690,3525904,35,BENEDITA ARRUDA PROFESSORA,Urbana,Estadual,-23.211144,-46.857183,false,false,true,true
35019719,3525904,35,SIQUEIRA MORAES,Urbana,Estadual,-23.199453,-46.883968,false,false,true,true
35019732,3525904,35,BARAO DE JUNDIAI,Urbana,Estadual,-23.181979,-46.849187,false,false,true,true
35019744,3525904,35,ADONIRO LADEIRA PROFESSOR,Urbana,Estadual,-23.172347,-46.913657,false,false,true,true
35019768,3525904,35,PAULO MENDES SILVA,Urbana,Estadual,-23.203573,-46.871553,false,false,true,true
35019781,3525904,35,RAFAEL MAURO DOUTOR,Urbana,Estadual,-23.225363,-46.877462,false,false,true,true
35019800,3525904,35,ELOY DE MIRANDA CHAVES DOUTOR,Urbana,Estadual,-23.182090,-46.867980,false,false,true,true
35019835,3525904,35,ALBERTINA FORTAREL PROFESSORA,Urbana,Estadual,-23.187290,-46.962631,false,false,true,true
35019859,3525904,35,DIOGENES DUARTE PAES,Urbana,Estadual,-23.183202,-46.916253,false,false,true,true
35019872,3525904,35,GETULIO NOGUEIRA DE SA PROFESSOR,Urbana,Estadual,-23.152422,-46.852216,false,false,true,true
35021775,3512407,35,JAMIL ABRAHAO SAAD,Urbana,Estadual,-22.480980,-47.463355,false,false,true,true
35022214,3505500,35,BENEDITO PEREIRA CARDOSO PROFESSOR,Urbana,Estadual,-20.571093,-48.570690,false,false,true,true
35022238,3517406,35,ENOCH GARCIA LEAL,Urbana,Estadual,-20.317847,-48.317155,false,false,true,true
35022263,3505500,35,ALMEIDA PINTO,Urbana,Estadual,-20.555159,-48.563238,false,false,true,true
35022329,3505500,35,PAULINA NUNES DE MORAES PROFESSORA,Urbana,Estadual,-20.572755,-48.564333,false,false,true,true
35022354,3505500,35,MARIO VIEIRA MARCONDES,Urbana,Estadual,-20.547731,-48.572416,false,false,true,true
35022391,3505500,35,SILVESTRE DE LIMA CORONEL,Urbana,Estadual,-20.556295,-48.583434,false,false,true,true
35022421,3517406,35,DALVA LELLIS GARCIA PRADO PROFA,Urbana,Estadual,-20.325683,-48.326297,false,false,true,true
35022433,3517406,35,ZEZINHO PORTUGAL,Urbana,Estadual,-20.324567,-48.314208,false,false,true,true
35022445,3505500,35,AYMORE DO BRASIL PROFESSOR,Urbana,Estadual,-20.548789,-48.563946,false,false,true,false
35022457,3505500,35,MACEDO SOARES EMBAIXADOR,Urbana,Estadual,-20.574105,-48.554972,false,false,true,true
35022469,3505500,35,ANTONIO OLYMPIO DOUTOR,Urbana,Estadual,-20.556966,-48.568358,false,false,true,true
35022500,3553104,35,ANSELMO BISPO DOS SANTOS,Urbana,Estadual,-21.146096,-48.511688,false,false,true,true
35022585,3556800,35,ODULFO DE OLIVEIRA GUIMARAES,Urbana,Estadual,-20.872358,-48.301012,false,false,true,true
35022603,3506102,35,ABILIO MANOEL,Urbana,Estadual,-20.948708,-48.483018,false,false,true,true
35022627,3506102,35,JOSE FRANCISCO PASCHOAL,Urbana,Estadual,-20.954202,-48.474070,false,false,true,true
35022652,3553658,35,ELISIO DE CASTRO DOUTOR,Urbana,Estadual,-21.073497,-48.413740,false,false,true,true
35022697,3531506,35,NENA GIANNASI BUCK PROFESSORA,Urbana,Estadual,-20.901477,-48.645215,false,false,true,true
35022724,3506102,35,PARAISO CAVALCANTI DOUTOR,Urbana,Estadual,-20.955004,-48.485563,false,false,true,true
35022731,3506102,35,GUSTAVO FERNANDO KUHLMANN,Urbana,Estadual,-20.998546,-48.551755,false,false,true,true
35022767,3506102,35,ABILIO ALVES MARQUES,Urbana,Estadual,-20.940307,-48.481532,false,false,true,true
35022925,3505906,35,SILVIO DE ALMEIDA,Urbana,Estadual,-20.898608,-47.594916,false,false,true,true
35022949,3505906,35,WASHINGTON LUIZ DOUTOR,Urbana,Estadual,-20.893649,-47.587373,false,false,true,true
35022962,3505906,35,JOAQUIM ALVES FERREIRA MONSENHOR,Urbana,Estadual,-20.887722,-47.591957,false,true,false,false
35023000,3505906,35,CANDIDO PORTINARI,Urbana,Estadual,-20.885545,-47.589155,false,false,true,true
35023589,3556909,35,SALVADOR GOGLIANO JUNIOR PROF,Urbana,Estadual,-21.175690,-48.630145,false,false,true,true
35023796,3543402,35,FABIO BARRETO,Urbana,Estadual,-21.173031,-47.809725,false,true,false,false
35023848,3543402,35,ANTONIO DIEDERICHSEN,Urbana,Estadual,-21.162860,-47.808440,false,true,false,false
35023851,3543402,35,ALBERTO SANTOS DUMONT,Urbana,Estadual,-21.162890,-47.823297,false,false,true,true
35023875,3543402,35,JOSE LIMA PEDREIRA DE FREITAS PROFESSORA,Urbana,Estadual,-21.185784,-47.832549,false,true,true,false
35023887,3543402,35,WALTER FERREIRA PROFESSOR,Urbana,Estadual,-21.172133,-47.831612,false,false,true,true
35023905,3543402,35,HERMINIA GUGLIANO PROFESSORA,Urbana,Estadual,-21.170810,-47.824640,false,true,false,false
35023917,3543402,35,AMELIA DOS SANTOS MUSA PROFESSORA,Urbana,Estadual,-21.158685,-47.823188,false,false,true,true
35023929,3543402,35,SINHA JUNQUEIRA DONA,Urbana,Estadual,-21.168420,-47.817689,false,true,false,false
35023930,3543402,35,ALCIDES CORREA PROFESSOR,Urbana,Estadual,-21.194984,-47.819648,false,true,true,true
35023942,3543402,35,RUBEN CLAUDIO MOREIRA PROFESSOR,Urbana,Estadual,-21.150053,-47.811652,false,true,true,false
35023954,3543402,35,JOAO AUGUSTO DE MELLO PROFESSOR,Urbana,Estadual,-21.152704,-47.788641,false,false,true,true
35023966,3543402,35,FRANCISCO BONFIM,Urbana,Estadual,-21.146183,-47.816165,false,true,false,false
35023978,3543402,35,ALBERTO JOSE GONCALVES DOM,Urbana,Estadual,-21.158001,-47.800603,false,true,true,true
35024016,3543402,35,FRANCISCO DA CUNHA JUNQUEIRA DOUTOR,Urbana,Estadual,-21.265662,-47.822715,false,true,true,true
35024028,3543402,35,GUIMARAES JUNIOR DOUTOR,Urbana,Estadual,-21.179298,-47.810409,false,false,true,true
35024053,3543402,35,MEIRA JUNIOR DOUTOR,Urbana,Estadual,-21.181440,-47.825782,false,true,true,false
35024089,3543402,35,ALPHEU DOMINIGUETTI PROFESSOR,Urbana,Estadual,-21.183964,-47.754410,false,true,true,true
35024090,3543402,35,CID DE OLIVEIRA LEITE PROFESSOR,Urbana,Estadual,-21.178138,-47.792131,false,false,true,true
35024120,3543402,35,EDGARDO CAJADO DOUTOR,Urbana,Estadual,-21.154869,-47.828347,false,true,true,false
35024156,3543402,35,HELY LOPES MEIRELLES,Urbana,Estadual,-21.166783,-47.803217,false,false,true,false
35024193,3543402,35,JOAO RODRIGUES GUIAO DOUTOR,Urbana,Estadual,-21.175992,-47.792552,false,true,false,false
35028228,3500907,35,OVIDIO DE SOUZA DIAS,Urbana,Estadual,-20.521960,-49.061872,false,false,true,true
35029497,3543402,35,COLEGIO SOL E VIDA EDUCACAO INFANTIL E ENSINO FUNDAMENTAL,Urbana,Privada,-21.190888,-47.817304,true,true,true,false
35035993,3525904,35,DEOLINDA COPELLI DE SOUZA LIMA PROFESSORA,Urbana,Estadual,-23.195109,-46.859685,false,false,true,true
35036006,3525904,35,JOAO BATISTA CURADO PROFESSOR,Urbana,Estadual,-23.172430,-46.870380,false,false,true,true
35036043,3525904,35,VENERANDO NALINI MONSENHOR,Urbana,Estadual,-23.181435,-46.808380,false,false,true,true
35036869,3543402,35,VEIGA DE MIRANDA MINISTRO,Urbana,Estadual,-21.155368,-47.791811,false,true,false,false
35036894,3505500,35,VALOIS SCORTECCI,Urbana,Estadual,-20.551274,-48.586109,false,false,true,false
35037151,3543402,35,GERALDO CORREIA DE CARVALHO DOUTOR,Urbana,Estadual,-21.151003,-47.817008,false,false,true,true
35038349,3516309,35,ROGERIO LEVORIN PROF,Urbana,Estadual,-23.291910,-46.743135,false,false,true,true
35039962,3525904,35,ADIB MIGUEL HADDAD,Urbana,Estadual,-23.248300,-46.854321,false,false,true,true
35039974,3525904,35,ALBINO MELO DE OLIVEIRA PROFESSOR,Urbana,Estadual,-23.145050,-46.937829,false,false,true,false
35040885,3525904,35,JOCENY VILLELA CURADO PROFESSORA,Urbana,Estadual,-23.223693,-46.884650,false,false,true,true
35041531,3543402,35,JENNY DE TOLEDO PIZA SCHROEDER PROFESSORA,Urbana,Estadual,-21.135253,-47.815083,false,false,true,true
35041853,3516309,35,AFONSO MORENO,Urbana,Estadual,-23.277395,-46.751059,false,false,true,true
35042705,3525904,35,MARIA JOSE MAIA DE TOLEDO PROFA,Urbana,Estadual,-23.176912,-46.866892,false,false,true,true
35042870,3543402,35,RAFAEL LEME FRANCO PROFESSOR,Urbana,Estadual,-21.166536,-47.833144,false,false,true,true
35042882,3543402,35,ROMUALDO MONTEIRO DE BARROS PROFESSOR,Urbana,Estadual,-21.145019,-47.796640,false,true,true,false
35043539,3525904,35,OROZIMBO SOSTENA PROFESSOR,Urbana,Estadual,-23.213823,-46.868250,false,false,true,true
35043552,3506102,35,JOAO DOMINGOS MADEIRA PROFESSOR,Urbana,Estadual,-20.927827,-48.496494,false,false,true,true
35044600,3506102,35,OSWALDO SCHIAVON,Urbana,Estadual,-20.950304,-48.463786,false,false,true,true
35044647,3543402,35,ORLANDO VITALIANO VEREADOR,Urbana,Estadual,-21.124236,-47.782239,false,true,true,false
35044660,3543402,35,DOMINGOS JOAO BAPTISTA SPINELLI PROFESSOR DOUTOR,Urbana,Estadual,-21.111398,-47.792868,false,false,true,true
35044957,3516309,35,VINCENZO LOBASSI,Urbana,Estadual,-23.287662,-46.759337,false,false,true,true
35045755,3525904,35,MAURILIO TOMANIK PADRE,Urbana,Estadual,-23.144761,-46.916092,false,false,true,false
35047466,3543402,35,DJANIRA VELHO PROFESSORA,Urbana,Estadual,-21.176493,-47.823656,false,false,true,true
35048297,3525904,35,LUIZ RIVELLI PROFESSOR,Urbana,Estadual,-23.156554,-46.918398,false,false,true,true
35048446,3543402,35,ALBERTO FERRIANI PROFESSOR,Urbana,Estadual,-21.126589,-47.805533,false,true,false,false
35048781,3516309,35,ULYSSES SANCHES RAMIRES PROF,Urbana,Estadual,-23.265415,-46.756064,false,true,true,true
35049566,3505906,35,ANTONIO AUGUSTO LOPES DE OLIVEIRA JUNIOR,Urbana,Estadual,-20.900277,-47.578018,false,false,true,true
35049612,3543402,35,WALTER PAIVA PROFESSOR,Urbana,Estadual,-21.141671,-47.823023,false,true,true,true
35050362,3543402,35,COLEGIO EINSTEIN SEMENTE,Urbana,Privada,-21.195548,-47.815646,true,true,true,false
35050404,3516309,35,JARDIM ALEGRIA II,Urbana,Estadual,-23.285967,-46.708169,false,false,true,true
35062893,3543402,35,ALFEU LUIZ GASPARINI PROFESSOR EMEF,Urbana,Municipal,-21.158701,-47.814977,false,true,true,false
35062900,3543402,35,LUIS AMARAL MOUSINHO DOM EMEF,Urbana,Municipal,-21.170317,-47.803757,false,true,true,false
35062935,3543402,35,NEUZA MICHELUTTI MARZOLA PROFA EMEF,Urbana,Municipal,-21.195701,-47.835353,false,true,true,false
35062984,3543402,35,JOAO GILBERTO SAMPAIO DR EMEF,Urbana,Municipal,-21.139737,-47.797630,false,true,true,false
35063061,3543402,35,ANISIO TEIXEIRA PROF EMEF,Urbana,Municipal,-21.193828,-47.780302,false,true,true,false
35073829,3543402,35,VIRGILIO SALATA EMEF,Urbana,Municipal,-21.150443,-47.829582,false,true,true,false
35076036,3556909,35,IRINEU JULIAO EMEIEF,Urbana,Municipal,-21.171079,-48.627296,false,true,false,false
35076090,3512001,35,ANTONIO DAHER EMEF,Urbana,Municipal,-20.726289,-48.535467,false,true,false,false
35076107,3512001,35,SAO FRANCISCO DE ASSIS ESCOLA TECNICA AGROPECUARIA MUNICIPAL,Rural,Municipal,-20.735885,-48.562028,false,false,true,true
35078992,3512407,35,MARIA NAZARETH STOCCO LORDELLO EMEIEF,Urbana,Municipal,-22.488225,-47.459971,false,true,false,false
35083744,3551900,35,LUIGI VITALE FREI PAULINO EMEF,Urbana,Municipal,-20.809547,-48.812313,false,true,false,false
35085005,3543402,35,RAUL MACHADO PROF EMEF,Urbana,Municipal,-21.205724,-47.795056,false,true,true,false
35088924,3543402,35,SEBASTIAO DE AGUIAR AZEVEDO EMEF,Urbana,Municipal,-21.133142,-47.814614,false,true,false,false
35088936,3543402,35,NELSON MACHADO EMEF,Urbana,Municipal,-21.124516,-47.824050,false,true,true,false
35094195,3512407,35,AMALIA MALHEIRO MOREIRA PROFA EMEF,Urbana,Municipal,-22.474922,-47.455282,false,true,false,false
35096301,3525904,35,ANTONIO DE PADUA GIARETTA EMEB,Urbana,Municipal,-23.173158,-46.878958,false,true,false,false
35098188,3516309,35,ULISSES SILVEIRA GUIMARAES DR ESCOLA MUNICIPAL,Urbana,Municipal,-23.280568,-46.751278,false,true,false,false
35100079,3516309,35,MANOEL CARDOSO COLEGIO,Urbana,Privada,-23.277286,-46.747182,true,true,true,false
35100511,3543402,35,ESCOLA PRO CULTURAL AMARELINHA,Urbana,Privada,-21.163380,-47.793530,true,true,true,false
35113153,3525904,35,ESCOLA SESI HUMBERTO CERESER,Urbana,Privada,-23.171129,-46.862936,false,true,true,true
35113177,3525904,35,SESI 355 CENTRO EDUCACIONAL,Urbana,Privada,-23.167951,-46.903472,false,true,false,false
35113189,3525904,35,ESCOLA SESI VANDERMIR FRANCESCONI JUNIOR,Urbana,Privada,-23.178880,-46.898870,false,false,true,true
35113207,3525904,35,DIVINO SALVADOR COLEGIO,Urbana,Privada,-23.198156,-46.875445,true,true,true,true
35113219,3525904,35,SAO VICENTE DE PAULO COLEGIO,Urbana,Privada,-23.194603,-46.893374,true,true,true,true
35113256,3525904,35,DIVINA PROVIDENCIA ESCOLA,Urbana,Privada,-23.148941,-46.932727,true,true,true,true
35113268,3525904,35,LUIZ ROSA PROFESSOR ESCOLA,Urbana,Privada,-23.186392,-46.887384,false,false,true,true
35113281,3525904,35,PADRE ANCHIETA ESCOLAS,Urbana,Privada,-23.193377,-46.886049,true,true,true,true
35114224,3505500,35,SESI 185 CENTRO EDUCACIONAL,Urbana,Privada,-20.539300,-48.585560,false,true,true,true
35114236,3505500,35,NOMELINI CIRANDINHA COLEGIO,Urbana,Privada,-20.557679,-48.574832,true,true,true,true
35114303,3506102,35,SESI 110 CENTRO EDUCACIONAL,Urbana,Privada,-20.935195,-48.504954,false,true,true,true
35114327,3506102,35,ANJO DA GUARDA COLEGIO,Urbana,Privada,-20.954837,-48.480016,true,true,true,true
35114397,3505906,35,SESI 235 CENTRO EDUCACIONAL,Urbana,Privada,-20.903136,-47.590977,false,true,true,true
35114406,3505906,35,CLARETIANO COLEGIO SAO JOSE,Urbana,Privada,-20.885143,-47.592173,true,true,true,true
35114418,3505906,35,BATATAENSE ASSOCIACAO DE ENSINO FUND MEDIO E PROFISSIONAL,Urbana,Privada,-20.893239,-47.587644,false,true,true,true
35114704,3543402,35,ESCOLA SESI DR ORLANDO OMETTO,Urbana,Privada,-21.147560,-47.836000,false,true,true,true
35114728,3543402,35,SESI 298 CENTRO EDUCACIONAL,Urbana,Privada,-21.190770,-47.777540,false,true,true,true
35114789,3543402,35,SESI 346 CENTRO EDUCACIONAL,Urbana,Privada,-21.138710,-47.815640,false,true,true,true
35114820,3543402,35,MARISTA COLEGIO DE RIBEIRAO PRETO,Urbana,Privada,-21.183065,-47.811858,true,true,true,true
35114832,3543402,35,PEQUENO PRINCIPE COLEGIO,Urbana,Privada,-21.189990,-47.811290,true,true,true,true
35114911,3543402,35,BARAO DE MAUA ESCOLA DE ED INFANTIL FUNDAMENTAL E MEDIO,Urbana,Privada,-21.182870,-47.797370,true,true,true,true
35114923,3543402,35,BRASIL COLEGIO,Urbana,Privada,-21.179345,-47.806803,false,true,true,true
35114960,3543402,35,COLEGIO SANTA URSULA DE RIBEIRAO PRETO,Urbana,Privada,-21.209986,-47.808124,true,true,true,true
35114996,3543402,35,NOSSA SENHORA AUXILIADORA COLEGIO,Urbana,Privada,-21.176596,-47.805946,true,true,true,true
35115009,3543402,35,ESCOLA SEB UNIDADE RIBEIRANIA,Urbana,Privada,-21.204210,-47.792065,false,false,true,true
35115010,3543402,35,VITA ET PAX COLEGIO PRE PG UNIDADE I,Urbana,Privada,-21.171235,-47.866504,true,true,true,false
35115022,3543402,35,ADVENTISTA DE RIBEIRO PRETO COLEGIO,Urbana,Privada,-21.151430,-47.795180,true,true,true,true
35115046,3543402,35,CASTELO ESCOLA EDUCACAO INFANTIL E ENSINO FUNDAMENTAL,Urbana,Privada,-21.181477,-47.794499,true,true,true,true
35115083,3543402,35,COLEGIO RESSURREICAO RIBEIRAO PRETO,Urbana,Privada,-21.191019,-47.761669,true,true,true,true
35118527,3543402,35,LACORDAIRE SANT ANNA EDUCACAO BASICA,Urbana,Privada,-21.158577,-47.792805,true,true,true,false
35118540,3543402,35,ESPACO CULTURAL COLEGIO,Urbana,Privada,-21.222740,-47.766030,true,true,true,true
35119520,3516309,35,SOBEN CENTRO EDUCACIONAL,Urbana,Privada,-23.277963,-46.744641,true,true,true,true
35120595,3505906,35,SOCIEDADE DE ENSINO FUNDAMENTAL DE BATATAIS LTDAEPP,Urbana,Privada,-20.891941,-47.586871,true,true,true,false
35121733,3543402,35,IAVEC VIDA DE ENSINO CRISTAO INSTITUTO AVANCADO,Urbana,Privada,-21.178340,-47.797730,true,true,true,true
35122506,3525904,35,COLEGIO FUTURA,Urbana,Privada,-23.225607,-46.861593,false,true,true,true
35122609,3525904,35,NOVOS CAMINHOS CENTRO DE ED INFANTIL E ENSINO FUNDAMENTAL,Urbana,Privada,-23.182319,-46.989099,true,true,true,false
35123250,3543402,35,ARTE DO MUSEU ESCOLA DE EDUCACO INFANTIL E FUNDAMENTAL,Urbana,Privada,-21.201430,-47.801040,true,true,false,false
35123262,3543402,35,ESCOLA MIRO DE EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO,Urbana,Privada,-21.215257,-47.819268,true,true,true,false
35123274,3543402,35,MONTEIRO LOBATO COLEGIO,Urbana,Privada,-21.177567,-47.783319,true,true,false,false
35123341,3543402,35,LEV VIGOTSKY ATENEU,Urbana,Privada,-21.163520,-47.825784,false,true,true,false
35123596,3525904,35,PAULO FREIRE COLEGIO,Urbana,Privada,-23.146092,-46.908730,true,true,true,true
35123687,3505906,35,ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL PEQUENO PRINCIPE LTDA ME,Urbana,Privada,-20.889906,-47.584033,true,true,false,false
35123959,3525904,35,COLEGIO LIP,Urbana,Privada,-23.166236,-46.858496,true,true,false,false
35126056,3516309,35,ESCALADA COLEGIO,Urbana,Privada,-23.275225,-46.739657,true,true,true,true
35126354,3543402,35,ALBERT SABIN ESCOLA DE EDUCACAO INFANTIL E PG,Urbana,Privada,-21.228494,-47.833604,true,true,true,false
35126559,3505906,35,CRESCER CENTRO DE DESENV RECREACAO E ORIENT INFANTIL JUVENIL,Urbana,Privada,-20.888314,-47.598174,true,true,true,true
35127814,3506102,35,JARDIM SOUZA LIMA DO,Urbana,Estadual,-20.929959,-48.474707,false,false,true,true
35128569,3543402,35,UNINFANCIA CENTRO EDUCACIONAL,Urbana,Privada,-21.193440,-47.819240,true,true,false,false
